,categoria,países,quantidade (kg),valor (us$)
0,,África do Sul,-,-
1,,Alemanha,9.236,62.169
2,,Angola,6.866,22.423
3,,Antigua e Barbuda,-,-
4,,Antilhas Holandesas,-,-
5,,Argentina,-,-
6,,Aruba,-,-
7,,Australia,618,3.951
8,,Bahamas,-,-
9,,Bangladesh,-,-
10,,Barbados,-,-
11,,Belgica,104.153,499.164
12,,Benin,-,-
13,,Bermudas,-,-
14,,Bolívia,9,250
15,,Bósnia-Herzegovina,-,-
16,,Bulgaria,-,-
17,,Cabo Verde,-,-
18,,Camarões,-,-
19,,Canada,1.847,13.240
20,,Catar,-,-
21,,"Cayman, Ilhas",-,-
22,,Chile,-,-
23,,China,5.959,35.190
24,,Chipre,-,-
25,,Cingapura,113,700
26,,Colombia,-,-
27,,"Coreia do Sul, Republica da",4.950,22.797
28,,Costa Rica,-,-
29,,Cuba,-,-
30,,Curaçao,-,-
31,,Dinamarca,1.296,6.917
32,,Djibuti,-,-
33,,Dominica,-,-
34,,El Salvador,-,-
35,,Emirados Arabes Unidos,-,-
36,,Equador,-,-
37,,Espanha,-,-
38,,Estados Unidos,39.748,136.533
39,,Estonia,-,-
40,,Falkland (Malvinas),-,-
41,,Filipinas,-,-
42,,Filânldia,-,-
43,,França,7.808,42.952
44,,Gana,-,-
45,,Gibraltar,-,-
46,,Granada,-,-
47,,Grécia,-,-
48,,Guatemala,-,-
49,,Guiana,1,6
50,,Guiné Equatorial,-,-
51,,Guiné-Bissau,-,-
52,,Haiti,-,-
53,,Honduras,-,-
54,,Hong Kong,7.556,32.582
55,,Hungria,-,-
56,,Ilha de Man,-,-
57,,Índia,-,-
58,,Iraque,-,-
59,,Irlanda,-,-
60,,Islândia,-,-
61,,Itália,180,832
62,,Japão,22.290,104.395
63,,Jordânia,-,-
64,,Letônia,-,-
65,,Líbano,-,-
66,,Libéria,-,-
67,,Luxemburgo,1.080,5.790
68,,Maldivas,-,-
69,,Malta,-,-
70,,Marrocos,-,-
71,,"Marshall, Ilhas",-,-
72,,Montenegro,-,-
73,,México,-,-
74,,Nicarágua,-,-
75,,Nigéria,-,-
76,,Noruega,24.616,119.690
77,,Nova Zelândia,150,554
78,,Países Baixos (Holanda),8.280,51.852
79,,Panamá,-,-
80,,Paraguai,28.038,96.500
81,,Peru,-,-
82,,Polônia,206,1.245
83,,Porto Rico,-,-
84,,Portugal,-,-
85,,Quênia,-,-
86,,Reino Unido,131.483,607.711
87,,Republica Dominicana,-,-
88,,Republica Tcheca,7,66
89,,Rússia,-,-
90,,Serra Leoa,-,-
91,,Sérvia,-,-
92,,Singapura,-,-
93,,Suécia,98,534
94,,Suíça,10.936,111.259
95,,Suriname,31,88
96,,Tailândia,-,-
97,,Taiwan (Formosa),-,-
98,,"Tcheca, República",-,-
99,,Togo,-,-
100,,Trinidade e Tobago,315,1.470
101,,Turquia,-,-
102,,Uruguai,34.463,128.510
103,,Vanuatu,-,-
104,,Venezuela,2,46
105,,Vietnã,-,-
106,,Outros(1),-,-
