,categoria,países,quantidade (kg),valor (us$)
0,,África do Sul,-,-
1,,Alemanha,4.293,19.088
2,,Angola,90,1.010
3,,Antigua e Barbuda,-,-
4,,Antilhas Holandesas,-,-
5,,Argentina,-,-
6,,Aruba,-,-
7,,Australia,594,2.602
8,,Bahamas,-,-
9,,Bangladesh,-,-
10,,Barbados,-,-
11,,Belgica,-,-
12,,Benin,-,-
13,,Bermudas,-,-
14,,Bolívia,2.624,12.811
15,,Bósnia-Herzegovina,-,-
16,,Bulgaria,-,-
17,,Cabo Verde,-,-
18,,Camarões,-,-
19,,Canada,901,3.821
20,,Catar,-,-
21,,"Cayman, Ilhas",-,-
22,,Chile,10.340,41.824
23,,China,4.610,20.931
24,,Chipre,-,-
25,,Cingapura,-,-
26,,Colombia,617,1.532
27,,"Coreia do Sul, Republica da",212,1.180
28,,Costa Rica,-,-
29,,Cuba,-,-
30,,Curaçao,-,-
31,,Dinamarca,68,538
32,,Djibuti,-,-
33,,Dominica,-,-
34,,El Salvador,-,-
35,,Emirados Arabes Unidos,-,-
36,,Equador,-,-
37,,Espanha,-,-
38,,Estados Unidos,22.615,143.306
39,,Estonia,-,-
40,,Falkland (Malvinas),-,-
41,,Filipinas,-,-
42,,Filânldia,7.522,35.948
43,,França,-,-
44,,Gana,-,-
45,,Gibraltar,-,-
46,,Granada,-,-
47,,Grécia,-,-
48,,Guatemala,-,-
49,,Guiana,-,-
50,,Guiné Equatorial,7.738,17.056
51,,Guiné-Bissau,-,-
52,,Haiti,-,-
53,,Honduras,-,-
54,,Hong Kong,225,1.704
55,,Hungria,-,-
56,,Ilha de Man,-,-
57,,Índia,-,-
58,,Iraque,-,-
59,,Irlanda,-,-
60,,Islândia,-,-
61,,Itália,135,780
62,,Japão,3.658,14.766
63,,Jordânia,-,-
64,,Letônia,-,-
65,,Líbano,-,-
66,,Libéria,-,-
67,,Luxemburgo,45,521
68,,Maldivas,-,-
69,,Malta,-,-
70,,Marrocos,-,-
71,,"Marshall, Ilhas",-,-
72,,Montenegro,-,-
73,,México,-,-
74,,Nicarágua,-,-
75,,Nigéria,68,445
76,,Noruega,-,-
77,,Nova Zelândia,-,-
78,,Países Baixos (Holanda),-,-
79,,Panamá,-,-
80,,Paraguai,40.197,123.169
81,,Peru,-,-
82,,Polônia,-,-
83,,Porto Rico,-,-
84,,Portugal,-,-
85,,Quênia,-,-
86,,Reino Unido,56.615,223.774
87,,Republica Dominicana,-,-
88,,Republica Tcheca,94,532
89,,Rússia,-,-
90,,Serra Leoa,-,-
91,,Sérvia,-,-
92,,Singapura,-,-
93,,Suécia,140,352
94,,Suíça,270,2.719
95,,Suriname,-,-
96,,Tailândia,-,-
97,,Taiwan (Formosa),2.706,13.484
98,,"Tcheca, República",-,-
99,,Togo,-,-
100,,Trinidade e Tobago,-,-
101,,Turquia,-,-
102,,Uruguai,7.656,28.085
103,,Vanuatu,-,-
104,,Venezuela,16,13
105,,Vietnã,-,-
106,,Outros(1),-,-
