,categoria,países,quantidade (kg),valor (us$)
0,,Argélia,-,-
1,,Argentina,3.569.873,5.636.226
2,,Brasil,-,-
3,,Chile,24.254.096,36.956.724
4,,Colômbia,-,-
5,,Egito,-,-
6,,Espanha,145.066,257.656
7,,Estados Unidos,16.504,65.265
8,,Grécia,-,-
9,,Itália,1.053.083,1.856.161
10,,México,133.608,307.654
11,,Peru,2.645.931,4.885.560
12,,Paraguai,-,-
13,,Portugal,-,-
14,,Panamá,-,-
15,,Reino Unido,-,-
16,,Uruguai,-,-
17,,Venezuela,-,-
18,,Não consta na tabela,-,-
19,,Outros,-,-
