,tipo,categoria,pais_origem,pais_destino,ano,kg,valor
1253,Vinhos de mesa,,Brasil,Suíça,2017,6525.0,74816.0
1254,Vinhos de mesa,,Brasil,Suriname,2017,3690.0,5638.0
1255,Vinhos de mesa,,Brasil,Tailândia,2017,,
1256,Vinhos de mesa,,Brasil,Taiwan (Formosa),2017,14988.0,43954.0
1257,Vinhos de mesa,,Brasil,Tanzânia,2017,,
1258,Vinhos de mesa,,Brasil,"Tcheca, República",2017,2746.0,16947.0
1259,Vinhos de mesa,,Brasil,Togo,2017,,
1260,Vinhos de mesa,,Brasil,Toquelau,2017,,
1261,Vinhos de mesa,,Brasil,Trinidade Tobago,2017,,
1262,Vinhos de mesa,,Brasil,Tunísia,2017,,
1263,Vinhos de mesa,,Brasil,Turquia,2017,,
1264,Vinhos de mesa,,Brasil,Tuvalu,2017,,
1265,Vinhos de mesa,,Brasil,Uruguai,2017,,
1266,Vinhos de mesa,,Brasil,Vanuatu,2017,,
1267,Vinhos de mesa,,Brasil,Venezuela,2017,680.0,2646.0
1268,Vinhos de mesa,,Brasil,Vietnã,2017,,
1269,Vinhos de mesa,,Brasil,Afeganistão,2018,,
1270,Vinhos de mesa,,Brasil,África do Sul,2018,,
1271,Vinhos de mesa,,Brasil,"Alemanha, República Democrática",2018,10794.0,45382.0
1272,Vinhos de mesa,,Brasil,Angola,2018,477.0,709.0
1273,Vinhos de mesa,,Brasil,Anguilla,2018,,
1274,Vinhos de mesa,,Brasil,Antígua e Barbuda,2018,37.0,191.0
1275,Vinhos de mesa,,Brasil,Antilhas Holandesas,2018,,
1276,Vinhos de mesa,,Brasil,Arábia Saudita,2018,,
1277,Vinhos de mesa,,Brasil,Argélia,2018,,
1278,Vinhos de mesa,,Brasil,Argentina,2018,15711.0,59150.0
1279,Vinhos de mesa,,Brasil,Aruba,2018,,
1280,Vinhos de mesa,,Brasil,Austrália,2018,2055.0,6902.0
1281,Vinhos de mesa,,Brasil,Áustria,2018,,
1282,Vinhos de mesa,,Brasil,Bahamas,2018,141.0,634.0
1283,Vinhos de mesa,,Brasil,Bangladesh,2018,,
1284,Vinhos de mesa,,Brasil,Barbados,2018,,
1285,Vinhos de mesa,,Brasil,Barein,2018,,
1286,Vinhos de mesa,,Brasil,Bélgica,2018,7497.0,52799.0
1287,Vinhos de mesa,,Brasil,Belice,2018,,
1288,Vinhos de mesa,,Brasil,Benin,2018,,
1289,Vinhos de mesa,,Brasil,Bermudas,2018,,
1290,Vinhos de mesa,,Brasil,Bolívia,2018,21566.0,57424.0
1291,Vinhos de mesa,,Brasil,Bósnia-Herzegovina,2018,,
1292,Vinhos de mesa,,Brasil,Brasil,2018,,
1293,Vinhos de mesa,,Brasil,Bulgária,2018,,
1294,Vinhos de mesa,,Brasil,Cabo Verde,2018,18.0,48.0
1295,Vinhos de mesa,,Brasil,Camarões,2018,,
1296,Vinhos de mesa,,Brasil,Canadá,2018,5308.0,20414.0
1297,Vinhos de mesa,,Brasil,Catar,2018,,
1298,Vinhos de mesa,,Brasil,"Cayman, Ilhas",2018,19.0,203.0
1299,Vinhos de mesa,,Brasil,Chile,2018,11049.0,42832.0
1300,Vinhos de mesa,,Brasil,China,2018,30835.0,126336.0
1301,Vinhos de mesa,,Brasil,Chipre,2018,279.0,480.0
1302,Vinhos de mesa,,Brasil,Cingapura,2018,3298.0,11616.0
1303,Vinhos de mesa,,Brasil,"Cocos (Keeling), Ilhas",2018,,
1304,Vinhos de mesa,,Brasil,Colômbia,2018,6944.0,26273.0
1305,Vinhos de mesa,,Brasil,Comores,2018,,
1306,Vinhos de mesa,,Brasil,Congo,2018,,
1307,Vinhos de mesa,,Brasil,"Coreia, Republica Sul",2018,120.0,109.0
1308,Vinhos de mesa,,Brasil,Costa do Marfim,2018,,
1309,Vinhos de mesa,,Brasil,Costa Rica,2018,,
1310,Vinhos de mesa,,Brasil,Coveite (Kuweit),2018,,
1311,Vinhos de mesa,,Brasil,Croácia,2018,,
1312,Vinhos de mesa,,Brasil,Cuba,2018,4776.0,5584.0
1313,Vinhos de mesa,,Brasil,Curaçao,2018,23930.0,43676.0
1314,Vinhos de mesa,,Brasil,Dinamarca,2018,,
1315,Vinhos de mesa,,Brasil,Dominica,2018,,
1316,Vinhos de mesa,,Brasil,El Salvador,2018,,
1317,Vinhos de mesa,,Brasil,Emirados Arabes Unidos,2018,360.0,1762.0
1318,Vinhos de mesa,,Brasil,Equador,2018,,
1319,Vinhos de mesa,,Brasil,"Eslovaca, Republica",2018,,
1320,Vinhos de mesa,,Brasil,Espanha,2018,6123.0,22631.0
1321,Vinhos de mesa,,Brasil,Estados Unidos,2018,169109.0,512519.0
1322,Vinhos de mesa,,Brasil,Estônia,2018,,
1323,Vinhos de mesa,,Brasil,Filipinas,2018,9608.0,16205.0
1324,Vinhos de mesa,,Brasil,Finlândia,2018,,
1325,Vinhos de mesa,,Brasil,França,2018,11077.0,48677.0
1326,Vinhos de mesa,,Brasil,Gabão,2018,,
1327,Vinhos de mesa,,Brasil,Gana,2018,9000.0,13502.0
1328,Vinhos de mesa,,Brasil,Gibraltar,2018,,
1329,Vinhos de mesa,,Brasil,Granada,2018,,
1330,Vinhos de mesa,,Brasil,Grécia,2018,232.0,730.0
1331,Vinhos de mesa,,Brasil,Guatemala,2018,,
1332,Vinhos de mesa,,Brasil,Guiana,2018,,
1333,Vinhos de mesa,,Brasil,Guiana Francesa,2018,,
1334,Vinhos de mesa,,Brasil,Guine Bissau,2018,,
1335,Vinhos de mesa,,Brasil,Guine Equatorial,2018,8389.0,26808.0
1336,Vinhos de mesa,,Brasil,Haiti,2018,79500.0,144425.0
1337,Vinhos de mesa,,Brasil,Honduras,2018,,
1338,Vinhos de mesa,,Brasil,Hong Kong,2018,1742.0,9029.0
1339,Vinhos de mesa,,Brasil,Hungria,2018,,
1340,Vinhos de mesa,,Brasil,Ilha de Man,2018,,
1341,Vinhos de mesa,,Brasil,Ilhas Virgens,2018,,
1342,Vinhos de mesa,,Brasil,Índia,2018,,
1343,Vinhos de mesa,,Brasil,Indonésia,2018,,
1344,Vinhos de mesa,,Brasil,Irã,2018,,
1345,Vinhos de mesa,,Brasil,Iraque,2018,,
1346,Vinhos de mesa,,Brasil,Irlanda,2018,7560.0,25767.0
1347,Vinhos de mesa,,Brasil,Itália,2018,3661.0,13260.0
1348,Vinhos de mesa,,Brasil,Jamaica,2018,,
1349,Vinhos de mesa,,Brasil,Japão,2018,36992.0,112342.0
1350,Vinhos de mesa,,Brasil,Jordânia,2018,,
1351,Vinhos de mesa,,Brasil,Letônia,2018,,
1352,Vinhos de mesa,,Brasil,Líbano,2018,,
1353,Vinhos de mesa,,Brasil,Libéria,2018,658.0,3100.0
1354,Vinhos de mesa,,Brasil,Luxemburgo,2018,1778.0,11053.0
1355,Vinhos de mesa,,Brasil,Macau,2018,,
1356,Vinhos de mesa,,Brasil,Malásia,2018,15.0,33.0
1357,Vinhos de mesa,,Brasil,Malavi,2018,,
1358,Vinhos de mesa,,Brasil,Malta,2018,503.0,1192.0
1359,Vinhos de mesa,,Brasil,"Marshall, Ilhas",2018,923.0,2436.0
1360,Vinhos de mesa,,Brasil,Martinica,2018,,
1361,Vinhos de mesa,,Brasil,Mauritânia,2018,,
1362,Vinhos de mesa,,Brasil,México,2018,2748.0,9744.0
1363,Vinhos de mesa,,Brasil,Moçambique,2018,,
1364,Vinhos de mesa,,Brasil,Montenegro,2018,,
1365,Vinhos de mesa,,Brasil,Namíbia,2018,,
1366,Vinhos de mesa,,Brasil,Nicarágua,2018,,
1367,Vinhos de mesa,,Brasil,Nigéria,2018,5175.0,6250.0
1368,Vinhos de mesa,,Brasil,Noruega,2018,1295.0,9847.0
1369,Vinhos de mesa,,Brasil,Nova Caledônia,2018,,
1370,Vinhos de mesa,,Brasil,Nova Zelândia,2018,969.0,5565.0
1371,Vinhos de mesa,,Brasil,Omã,2018,,
1372,Vinhos de mesa,,Brasil,Países Baixos,2018,9451.0,32395.0
1373,Vinhos de mesa,,Brasil,Palau,2018,,
1374,Vinhos de mesa,,Brasil,Panamá,2018,1183.0,3117.0
1375,Vinhos de mesa,,Brasil,Paraguai,2018,3234168.0,5494321.0
1376,Vinhos de mesa,,Brasil,Peru,2018,5193.0,19372.0
1377,Vinhos de mesa,,Brasil,Pitcairn,2018,,
1378,Vinhos de mesa,,Brasil,Polônia,2018,720.0,4679.0
1379,Vinhos de mesa,,Brasil,Porto Rico,2018,,
1380,Vinhos de mesa,,Brasil,Portugal,2018,,
1381,Vinhos de mesa,,Brasil,Quênia,2018,6771.0,31225.0
1382,Vinhos de mesa,,Brasil,Reino Unido,2018,67708.0,296827.0
1383,Vinhos de mesa,,Brasil,República Dominicana,2018,,
1384,Vinhos de mesa,,Brasil,Rússia,2018,,
1385,Vinhos de mesa,,Brasil,São Cristóvão e Névis,2018,,
1386,Vinhos de mesa,,Brasil,São Tomé e Príncipe,2018,2184.0,2357.0
1387,Vinhos de mesa,,Brasil,São Vicente e Granadinas,2018,,
1388,Vinhos de mesa,,Brasil,Senegal,2018,,
1389,Vinhos de mesa,,Brasil,Serra Leoa,2018,,
1390,Vinhos de mesa,,Brasil,Sérvia,2018,,
1391,Vinhos de mesa,,Brasil,Singapura,2018,,
1392,Vinhos de mesa,,Brasil,Suazilândia,2018,,
1393,Vinhos de mesa,,Brasil,Suécia,2018,8062.0,34563.0
1394,Vinhos de mesa,,Brasil,Suíça,2018,,
1395,Vinhos de mesa,,Brasil,Suriname,2018,,
1396,Vinhos de mesa,,Brasil,Tailândia,2018,8.0,45.0
1397,Vinhos de mesa,,Brasil,Taiwan (Formosa),2018,7589.0,18421.0
1398,Vinhos de mesa,,Brasil,Tanzânia,2018,,
1399,Vinhos de mesa,,Brasil,"Tcheca, República",2018,2712.0,20980.0
1400,Vinhos de mesa,,Brasil,Togo,2018,,
1401,Vinhos de mesa,,Brasil,Toquelau,2018,,
1402,Vinhos de mesa,,Brasil,Trinidade Tobago,2018,,
1403,Vinhos de mesa,,Brasil,Tunísia,2018,,
1404,Vinhos de mesa,,Brasil,Turquia,2018,360.0,150.0
1405,Vinhos de mesa,,Brasil,Tuvalu,2018,,
1406,Vinhos de mesa,,Brasil,Uruguai,2018,7711.0,29617.0
1407,Vinhos de mesa,,Brasil,Vanuatu,2018,,
1408,Vinhos de mesa,,Brasil,Venezuela,2018,71.0,355.0
1409,Vinhos de mesa,,Brasil,Vietnã,2018,,
1410,Vinhos de mesa,,Brasil,Afeganistão,2019,,
1411,Vinhos de mesa,,Brasil,África do Sul,2019,26.0,95.0
1412,Vinhos de mesa,,Brasil,"Alemanha, República Democrática",2019,3660.0,25467.0
1413,Vinhos de mesa,,Brasil,Angola,2019,345.0,1065.0
1414,Vinhos de mesa,,Brasil,Anguilla,2019,,
1415,Vinhos de mesa,,Brasil,Antígua e Barbuda,2019,219.0,1549.0
1416,Vinhos de mesa,,Brasil,Antilhas Holandesas,2019,,
1417,Vinhos de mesa,,Brasil,Arábia Saudita,2019,,
1418,Vinhos de mesa,,Brasil,Argélia,2019,,
1419,Vinhos de mesa,,Brasil,Argentina,2019,,
1420,Vinhos de mesa,,Brasil,Aruba,2019,,
1421,Vinhos de mesa,,Brasil,Austrália,2019,1161.0,4682.0
1422,Vinhos de mesa,,Brasil,Áustria,2019,,
1423,Vinhos de mesa,,Brasil,Bahamas,2019,791.0,3124.0
1424,Vinhos de mesa,,Brasil,Bangladesh,2019,,
1425,Vinhos de mesa,,Brasil,Barbados,2019,36.0,394.0
1426,Vinhos de mesa,,Brasil,Barein,2019,482.0,2144.0
1427,Vinhos de mesa,,Brasil,Bélgica,2019,2498.0,12548.0
1428,Vinhos de mesa,,Brasil,Belice,2019,9.0,29.0
1429,Vinhos de mesa,,Brasil,Benin,2019,9.0,9.0
1430,Vinhos de mesa,,Brasil,Bermudas,2019,,
1431,Vinhos de mesa,,Brasil,Bolívia,2019,,
1432,Vinhos de mesa,,Brasil,Bósnia-Herzegovina,2019,,
1433,Vinhos de mesa,,Brasil,Brasil,2019,,
1434,Vinhos de mesa,,Brasil,Bulgária,2019,,
1435,Vinhos de mesa,,Brasil,Cabo Verde,2019,,
1436,Vinhos de mesa,,Brasil,Camarões,2019,,
1437,Vinhos de mesa,,Brasil,Canadá,2019,1589.0,6933.0
1438,Vinhos de mesa,,Brasil,Catar,2019,,
1439,Vinhos de mesa,,Brasil,"Cayman, Ilhas",2019,19.0,106.0
1440,Vinhos de mesa,,Brasil,Chile,2019,,
1441,Vinhos de mesa,,Brasil,China,2019,129852.0,376828.0
1442,Vinhos de mesa,,Brasil,Chipre,2019,672.0,1843.0
1443,Vinhos de mesa,,Brasil,Cingapura,2019,5044.0,19099.0
1444,Vinhos de mesa,,Brasil,"Cocos (Keeling), Ilhas",2019,,
1445,Vinhos de mesa,,Brasil,Colômbia,2019,897.0,1999.0
1446,Vinhos de mesa,,Brasil,Comores,2019,,
1447,Vinhos de mesa,,Brasil,Congo,2019,,
1448,Vinhos de mesa,,Brasil,"Coreia, Republica Sul",2019,70.0,194.0
1449,Vinhos de mesa,,Brasil,Costa do Marfim,2019,,
1450,Vinhos de mesa,,Brasil,Costa Rica,2019,,
1451,Vinhos de mesa,,Brasil,Coveite (Kuweit),2019,,
1452,Vinhos de mesa,,Brasil,Croácia,2019,,
1453,Vinhos de mesa,,Brasil,Cuba,2019,,
1454,Vinhos de mesa,,Brasil,Curaçao,2019,33951.0,62067.0
1455,Vinhos de mesa,,Brasil,Dinamarca,2019,240.0,306.0
1456,Vinhos de mesa,,Brasil,Dominica,2019,,
1457,Vinhos de mesa,,Brasil,El Salvador,2019,,
1458,Vinhos de mesa,,Brasil,Emirados Arabes Unidos,2019,450.0,2202.0
1459,Vinhos de mesa,,Brasil,Equador,2019,2.0,3.0
1460,Vinhos de mesa,,Brasil,"Eslovaca, Republica",2019,,
1461,Vinhos de mesa,,Brasil,Espanha,2019,3540.0,1353.0
1462,Vinhos de mesa,,Brasil,Estados Unidos,2019,209765.0,616274.0
1463,Vinhos de mesa,,Brasil,Estônia,2019,,
1464,Vinhos de mesa,,Brasil,Filipinas,2019,736.0,2486.0
1465,Vinhos de mesa,,Brasil,Finlândia,2019,,
1466,Vinhos de mesa,,Brasil,França,2019,18286.0,67072.0
1467,Vinhos de mesa,,Brasil,Gabão,2019,,
1468,Vinhos de mesa,,Brasil,Gana,2019,7673.0,10010.0
1469,Vinhos de mesa,,Brasil,Gibraltar,2019,23.0,93.0
1470,Vinhos de mesa,,Brasil,Granada,2019,,
1471,Vinhos de mesa,,Brasil,Grécia,2019,561.0,1994.0
1472,Vinhos de mesa,,Brasil,Guatemala,2019,1597.0,8719.0
1473,Vinhos de mesa,,Brasil,Guiana,2019,424.0,1311.0
1474,Vinhos de mesa,,Brasil,Guiana Francesa,2019,,
1475,Vinhos de mesa,,Brasil,Guine Bissau,2019,,
1476,Vinhos de mesa,,Brasil,Guine Equatorial,2019,,
1477,Vinhos de mesa,,Brasil,Haiti,2019,81873.0,129803.0
1478,Vinhos de mesa,,Brasil,Honduras,2019,,
1479,Vinhos de mesa,,Brasil,Hong Kong,2019,9651.0,42020.0
1480,Vinhos de mesa,,Brasil,Hungria,2019,,
1481,Vinhos de mesa,,Brasil,Ilha de Man,2019,28.0,175.0
1482,Vinhos de mesa,,Brasil,Ilhas Virgens,2019,,
1483,Vinhos de mesa,,Brasil,Índia,2019,51.0,273.0
1484,Vinhos de mesa,,Brasil,Indonésia,2019,,
1485,Vinhos de mesa,,Brasil,Irã,2019,,
1486,Vinhos de mesa,,Brasil,Iraque,2019,,
1487,Vinhos de mesa,,Brasil,Irlanda,2019,,
1488,Vinhos de mesa,,Brasil,Itália,2019,587.0,1625.0
1489,Vinhos de mesa,,Brasil,Jamaica,2019,,
1490,Vinhos de mesa,,Brasil,Japão,2019,40621.0,99642.0
1491,Vinhos de mesa,,Brasil,Jordânia,2019,,
1492,Vinhos de mesa,,Brasil,Letônia,2019,,
1493,Vinhos de mesa,,Brasil,Líbano,2019,,
1494,Vinhos de mesa,,Brasil,Libéria,2019,4441.0,20068.0
1495,Vinhos de mesa,,Brasil,Luxemburgo,2019,1666.0,11211.0
1496,Vinhos de mesa,,Brasil,Macau,2019,,
1497,Vinhos de mesa,,Brasil,Malásia,2019,48.0,110.0
1498,Vinhos de mesa,,Brasil,Malavi,2019,,
1499,Vinhos de mesa,,Brasil,Malta,2019,3661.0,8828.0
1500,Vinhos de mesa,,Brasil,"Marshall, Ilhas",2019,7276.0,15786.0
1501,Vinhos de mesa,,Brasil,Martinica,2019,,
1502,Vinhos de mesa,,Brasil,Mauritânia,2019,,
1503,Vinhos de mesa,,Brasil,México,2019,4.0,4.0
1504,Vinhos de mesa,,Brasil,Moçambique,2019,,
1505,Vinhos de mesa,,Brasil,Montenegro,2019,9.0,46.0
1506,Vinhos de mesa,,Brasil,Namíbia,2019,,
1507,Vinhos de mesa,,Brasil,Nicarágua,2019,,
1508,Vinhos de mesa,,Brasil,Nigéria,2019,28437.0,38555.0
1509,Vinhos de mesa,,Brasil,Noruega,2019,628.0,3139.0
1510,Vinhos de mesa,,Brasil,Nova Caledônia,2019,,
1511,Vinhos de mesa,,Brasil,Nova Zelândia,2019,500.0,2832.0
1512,Vinhos de mesa,,Brasil,Omã,2019,,
1513,Vinhos de mesa,,Brasil,Países Baixos,2019,44882.0,148031.0
1514,Vinhos de mesa,,Brasil,Palau,2019,,
1515,Vinhos de mesa,,Brasil,Panamá,2019,7918.0,29017.0
1516,Vinhos de mesa,,Brasil,Paraguai,2019,2419537.0,3826587.0
1517,Vinhos de mesa,,Brasil,Peru,2019,9755.0,17310.0
1518,Vinhos de mesa,,Brasil,Pitcairn,2019,,
1519,Vinhos de mesa,,Brasil,Polônia,2019,5.0,11.0
1520,Vinhos de mesa,,Brasil,Porto Rico,2019,,
1521,Vinhos de mesa,,Brasil,Portugal,2019,18328.0,72413.0
1522,Vinhos de mesa,,Brasil,Quênia,2019,,
1523,Vinhos de mesa,,Brasil,Reino Unido,2019,34295.0,164592.0
1524,Vinhos de mesa,,Brasil,República Dominicana,2019,,
1525,Vinhos de mesa,,Brasil,Rússia,2019,,
1526,Vinhos de mesa,,Brasil,São Cristóvão e Névis,2019,,
1527,Vinhos de mesa,,Brasil,São Tomé e Príncipe,2019,,
1528,Vinhos de mesa,,Brasil,São Vicente e Granadinas,2019,,
1529,Vinhos de mesa,,Brasil,Senegal,2019,,
1530,Vinhos de mesa,,Brasil,Serra Leoa,2019,18.0,717.0
1531,Vinhos de mesa,,Brasil,Sérvia,2019,,
1532,Vinhos de mesa,,Brasil,Singapura,2019,,
1533,Vinhos de mesa,,Brasil,Suazilândia,2019,,
1534,Vinhos de mesa,,Brasil,Suécia,2019,28.0,761.0
1535,Vinhos de mesa,,Brasil,Suíça,2019,2223.0,28503.0
1536,Vinhos de mesa,,Brasil,Suriname,2019,3206.0,4741.0
1537,Vinhos de mesa,,Brasil,Tailândia,2019,128.0,832.0
1538,Vinhos de mesa,,Brasil,Taiwan (Formosa),2019,12.0,67.0
1539,Vinhos de mesa,,Brasil,Tanzânia,2019,,
1540,Vinhos de mesa,,Brasil,"Tcheca, República",2019,2115.0,16391.0
1541,Vinhos de mesa,,Brasil,Togo,2019,,
1542,Vinhos de mesa,,Brasil,Toquelau,2019,,
1543,Vinhos de mesa,,Brasil,Trinidade Tobago,2019,,
1544,Vinhos de mesa,,Brasil,Tunísia,2019,,
1545,Vinhos de mesa,,Brasil,Turquia,2019,115.0,209.0
1546,Vinhos de mesa,,Brasil,Tuvalu,2019,,
1547,Vinhos de mesa,,Brasil,Uruguai,2019,6180.0,18497.0
1548,Vinhos de mesa,,Brasil,Vanuatu,2019,,
1549,Vinhos de mesa,,Brasil,Venezuela,2019,,
1550,Vinhos de mesa,,Brasil,Vietnã,2019,20.0,32.0
1551,Vinhos de mesa,,Brasil,Afeganistão,2020,,
1552,Vinhos de mesa,,Brasil,África do Sul,2020,4.0,21.0
1553,Vinhos de mesa,,Brasil,"Alemanha, República Democrática",2020,6261.0,32605.0
1554,Vinhos de mesa,,Brasil,Angola,2020,,
1555,Vinhos de mesa,,Brasil,Anguilla,2020,,
1556,Vinhos de mesa,,Brasil,Antígua e Barbuda,2020,624.0,1864.0
1557,Vinhos de mesa,,Brasil,Antilhas Holandesas,2020,,
1558,Vinhos de mesa,,Brasil,Arábia Saudita,2020,,
1559,Vinhos de mesa,,Brasil,Argélia,2020,,
1560,Vinhos de mesa,,Brasil,Argentina,2020,1015.0,4176.0
1561,Vinhos de mesa,,Brasil,Aruba,2020,,
1562,Vinhos de mesa,,Brasil,Austrália,2020,1013.0,3413.0
1563,Vinhos de mesa,,Brasil,Áustria,2020,,
1564,Vinhos de mesa,,Brasil,Bahamas,2020,1212.0,3703.0
1565,Vinhos de mesa,,Brasil,Bangladesh,2020,3.0,29.0
1566,Vinhos de mesa,,Brasil,Barbados,2020,143.0,169.0
1567,Vinhos de mesa,,Brasil,Barein,2020,8.0,28.0
1568,Vinhos de mesa,,Brasil,Bélgica,2020,3166.0,20460.0
1569,Vinhos de mesa,,Brasil,Belice,2020,,
1570,Vinhos de mesa,,Brasil,Benin,2020,,
1571,Vinhos de mesa,,Brasil,Bermudas,2020,,
1572,Vinhos de mesa,,Brasil,Bolívia,2020,9900.0,16025.0
1573,Vinhos de mesa,,Brasil,Bósnia-Herzegovina,2020,45.0,52.0
1574,Vinhos de mesa,,Brasil,Brasil,2020,,
1575,Vinhos de mesa,,Brasil,Bulgária,2020,,
1576,Vinhos de mesa,,Brasil,Cabo Verde,2020,,
1577,Vinhos de mesa,,Brasil,Camarões,2020,0.0,178.0
1578,Vinhos de mesa,,Brasil,Canadá,2020,1672.0,8431.0
1579,Vinhos de mesa,,Brasil,Catar,2020,,
1580,Vinhos de mesa,,Brasil,"Cayman, Ilhas",2020,123.0,339.0
1581,Vinhos de mesa,,Brasil,Chile,2020,11.0,13.0
1582,Vinhos de mesa,,Brasil,China,2020,122253.0,363000.0
1583,Vinhos de mesa,,Brasil,Chipre,2020,2478.0,6785.0
1584,Vinhos de mesa,,Brasil,Cingapura,2020,4049.0,9316.0
1585,Vinhos de mesa,,Brasil,"Cocos (Keeling), Ilhas",2020,,
1586,Vinhos de mesa,,Brasil,Colômbia,2020,15660.0,23780.0
1587,Vinhos de mesa,,Brasil,Comores,2020,9.0,25.0
1588,Vinhos de mesa,,Brasil,Congo,2020,,
1589,Vinhos de mesa,,Brasil,"Coreia, Republica Sul",2020,103.0,433.0
1590,Vinhos de mesa,,Brasil,Costa do Marfim,2020,,
1591,Vinhos de mesa,,Brasil,Costa Rica,2020,,
1592,Vinhos de mesa,,Brasil,Coveite (Kuweit),2020,,
1593,Vinhos de mesa,,Brasil,Croácia,2020,21.0,123.0
1594,Vinhos de mesa,,Brasil,Cuba,2020,,
1595,Vinhos de mesa,,Brasil,Curaçao,2020,47962.0,65986.0
1596,Vinhos de mesa,,Brasil,Dinamarca,2020,659.0,1962.0
1597,Vinhos de mesa,,Brasil,Dominica,2020,,
1598,Vinhos de mesa,,Brasil,El Salvador,2020,,
1599,Vinhos de mesa,,Brasil,Emirados Arabes Unidos,2020,581.0,2279.0
1600,Vinhos de mesa,,Brasil,Equador,2020,3780.0,3824.0
1601,Vinhos de mesa,,Brasil,"Eslovaca, Republica",2020,,
1602,Vinhos de mesa,,Brasil,Espanha,2020,28.0,126.0
1603,Vinhos de mesa,,Brasil,Estados Unidos,2020,300178.0,610793.0
1604,Vinhos de mesa,,Brasil,Estônia,2020,,
1605,Vinhos de mesa,,Brasil,Filipinas,2020,719.0,1548.0
1606,Vinhos de mesa,,Brasil,Finlândia,2020,,
1607,Vinhos de mesa,,Brasil,França,2020,12622.0,57144.0
1608,Vinhos de mesa,,Brasil,Gabão,2020,,
1609,Vinhos de mesa,,Brasil,Gana,2020,18810.0,22027.0
1610,Vinhos de mesa,,Brasil,Gibraltar,2020,769.0,2860.0
1611,Vinhos de mesa,,Brasil,Granada,2020,,
1612,Vinhos de mesa,,Brasil,Grécia,2020,6859.0,18092.0
1613,Vinhos de mesa,,Brasil,Guatemala,2020,,
1614,Vinhos de mesa,,Brasil,Guiana,2020,990.0,2577.0
1615,Vinhos de mesa,,Brasil,Guiana Francesa,2020,,
1616,Vinhos de mesa,,Brasil,Guine Bissau,2020,,
1617,Vinhos de mesa,,Brasil,Guine Equatorial,2020,,
1618,Vinhos de mesa,,Brasil,Haiti,2020,399128.0,471152.0
1619,Vinhos de mesa,,Brasil,Honduras,2020,,
1620,Vinhos de mesa,,Brasil,Hong Kong,2020,15159.0,41987.0
1621,Vinhos de mesa,,Brasil,Hungria,2020,,
1622,Vinhos de mesa,,Brasil,Ilha de Man,2020,11.0,121.0
1623,Vinhos de mesa,,Brasil,Ilhas Virgens,2020,,
1624,Vinhos de mesa,,Brasil,Índia,2020,7.0,10.0
1625,Vinhos de mesa,,Brasil,Indonésia,2020,5.0,6.0
1626,Vinhos de mesa,,Brasil,Irã,2020,21.0,35.0
1627,Vinhos de mesa,,Brasil,Iraque,2020,,
1628,Vinhos de mesa,,Brasil,Irlanda,2020,29.0,257.0
1629,Vinhos de mesa,,Brasil,Itália,2020,91.0,376.0
1630,Vinhos de mesa,,Brasil,Jamaica,2020,,
1631,Vinhos de mesa,,Brasil,Japão,2020,36442.0,92674.0
1632,Vinhos de mesa,,Brasil,Jordânia,2020,12.0,52.0
1633,Vinhos de mesa,,Brasil,Letônia,2020,,
1634,Vinhos de mesa,,Brasil,Líbano,2020,,
1635,Vinhos de mesa,,Brasil,Libéria,2020,5155.0,17624.0
1636,Vinhos de mesa,,Brasil,Luxemburgo,2020,1086.0,5110.0
1637,Vinhos de mesa,,Brasil,Macau,2020,,
1638,Vinhos de mesa,,Brasil,Malásia,2020,,
1639,Vinhos de mesa,,Brasil,Malavi,2020,,
1640,Vinhos de mesa,,Brasil,Malta,2020,3490.0,9688.0
1641,Vinhos de mesa,,Brasil,"Marshall, Ilhas",2020,6270.0,19639.0
1642,Vinhos de mesa,,Brasil,Martinica,2020,,
1643,Vinhos de mesa,,Brasil,Mauritânia,2020,,
1644,Vinhos de mesa,,Brasil,México,2020,24.0,226.0
1645,Vinhos de mesa,,Brasil,Moçambique,2020,,
1646,Vinhos de mesa,,Brasil,Montenegro,2020,9.0,20.0
1647,Vinhos de mesa,,Brasil,Namíbia,2020,,
1648,Vinhos de mesa,,Brasil,Nicarágua,2020,,
1649,Vinhos de mesa,,Brasil,Nigéria,2020,12094.0,26514.0
1650,Vinhos de mesa,,Brasil,Noruega,2020,1859.0,15134.0
1651,Vinhos de mesa,,Brasil,Nova Caledônia,2020,,
1652,Vinhos de mesa,,Brasil,Nova Zelândia,2020,95.0,515.0
1653,Vinhos de mesa,,Brasil,Omã,2020,,
1654,Vinhos de mesa,,Brasil,Países Baixos,2020,248.0,1532.0
1655,Vinhos de mesa,,Brasil,Palau,2020,,
1656,Vinhos de mesa,,Brasil,Panamá,2020,10821.0,28372.0
1657,Vinhos de mesa,,Brasil,Paraguai,2020,3299013.0,3869243.0
1658,Vinhos de mesa,,Brasil,Peru,2020,,
1659,Vinhos de mesa,,Brasil,Pitcairn,2020,,
1660,Vinhos de mesa,,Brasil,Polônia,2020,74.0,86.0
1661,Vinhos de mesa,,Brasil,Porto Rico,2020,,
1662,Vinhos de mesa,,Brasil,Portugal,2020,7958.0,34518.0
1663,Vinhos de mesa,,Brasil,Quênia,2020,,
1664,Vinhos de mesa,,Brasil,Reino Unido,2020,22913.0,82722.0
1665,Vinhos de mesa,,Brasil,República Dominicana,2020,,
1666,Vinhos de mesa,,Brasil,Rússia,2020,1463.0,8550.0
1667,Vinhos de mesa,,Brasil,São Cristóvão e Névis,2020,,
