,tipo,categoria,pais_origem,pais_destino,ano,kg,valor
3416,Vinhos espumantes,,Brasil,Serra Leoa,2019,,
3417,Vinhos espumantes,,Brasil,Sérvia,2019,,
3418,Vinhos espumantes,,Brasil,Singapura,2019,,
3419,Vinhos espumantes,,Brasil,Suécia,2019,,
3420,Vinhos espumantes,,Brasil,Suíça,2019,2704.0,8959.0
3421,Vinhos espumantes,,Brasil,Suriname,2019,2.0,3.0
3422,Vinhos espumantes,,Brasil,Tailândia,2019,8.0,169.0
3423,Vinhos espumantes,,Brasil,Taiwan (Formosa),2019,5.0,6.0
3424,Vinhos espumantes,,Brasil,"Tcheca, República",2019,,
3425,Vinhos espumantes,,Brasil,Togo,2019,,
3426,Vinhos espumantes,,Brasil,Trinidade e Tobago,2019,,
3427,Vinhos espumantes,,Brasil,Turquia,2019,6.0,30.0
3428,Vinhos espumantes,,Brasil,Uruguai,2019,2808.0,15045.0
3429,Vinhos espumantes,,Brasil,Vanuatu,2019,,
3430,Vinhos espumantes,,Brasil,Venezuela,2019,450.0,2670.0
3431,Vinhos espumantes,,Brasil,Vietnã,2019,,
3432,Vinhos espumantes,,Brasil,Outros(1),2019,,
3433,Vinhos espumantes,,Brasil,África do Sul,2020,,
3434,Vinhos espumantes,,Brasil,Alemanha,2020,2388.0,14767.0
3435,Vinhos espumantes,,Brasil,Angola,2020,24.0,38.0
3436,Vinhos espumantes,,Brasil,Antigua e Barbuda,2020,32.0,328.0
3437,Vinhos espumantes,,Brasil,Antilhas Holandesas,2020,,
3438,Vinhos espumantes,,Brasil,Argentina,2020,315.0,894.0
3439,Vinhos espumantes,,Brasil,Aruba,2020,,
3440,Vinhos espumantes,,Brasil,Australia,2020,144.0,503.0
3441,Vinhos espumantes,,Brasil,Bahamas,2020,434.0,1033.0
3442,Vinhos espumantes,,Brasil,Bangladesh,2020,,
3443,Vinhos espumantes,,Brasil,Barbados,2020,57.0,105.0
3444,Vinhos espumantes,,Brasil,Belgica,2020,,
3445,Vinhos espumantes,,Brasil,Benin,2020,24.0,181.0
3446,Vinhos espumantes,,Brasil,Bermudas,2020,,
3447,Vinhos espumantes,,Brasil,Bolívia,2020,5994.0,16901.0
3448,Vinhos espumantes,,Brasil,Bósnia-Herzegovina,2020,168.0,161.0
3449,Vinhos espumantes,,Brasil,Bulgaria,2020,,
3450,Vinhos espumantes,,Brasil,Cabo Verde,2020,,
3451,Vinhos espumantes,,Brasil,Camarões,2020,,
3452,Vinhos espumantes,,Brasil,Canada,2020,413.0,3063.0
3453,Vinhos espumantes,,Brasil,Catar,2020,78.0,6651.0
3454,Vinhos espumantes,,Brasil,"Cayman, Ilhas",2020,,
3455,Vinhos espumantes,,Brasil,Chile,2020,90.0,346.0
3456,Vinhos espumantes,,Brasil,China,2020,29921.0,103986.0
3457,Vinhos espumantes,,Brasil,Chipre,2020,307.0,1019.0
3458,Vinhos espumantes,,Brasil,Cingapura,2020,,
3459,Vinhos espumantes,,Brasil,Colombia,2020,24578.0,74854.0
3460,Vinhos espumantes,,Brasil,"Coreia do Sul, Republica da",2020,24.0,53.0
3461,Vinhos espumantes,,Brasil,Costa Rica,2020,,
3462,Vinhos espumantes,,Brasil,Cuba,2020,,
3463,Vinhos espumantes,,Brasil,Curaçao,2020,2186.0,8451.0
3464,Vinhos espumantes,,Brasil,Dinamarca,2020,452.0,1798.0
3465,Vinhos espumantes,,Brasil,Djibuti,2020,,
3466,Vinhos espumantes,,Brasil,Dominica,2020,,
3467,Vinhos espumantes,,Brasil,El Salvador,2020,,
3468,Vinhos espumantes,,Brasil,Emirados Arabes Unidos,2020,9.0,36.0
3469,Vinhos espumantes,,Brasil,Equador,2020,,
3470,Vinhos espumantes,,Brasil,Espanha,2020,29.0,230.0
3471,Vinhos espumantes,,Brasil,Estados Unidos,2020,634243.0,1647310.0
3472,Vinhos espumantes,,Brasil,Estonia,2020,,
3473,Vinhos espumantes,,Brasil,Falkland (Malvinas),2020,,
3474,Vinhos espumantes,,Brasil,Filipinas,2020,,
3475,Vinhos espumantes,,Brasil,Filânldia,2020,1078.0,7065.0
3476,Vinhos espumantes,,Brasil,França,2020,7481.0,37286.0
3477,Vinhos espumantes,,Brasil,Gana,2020,,
3478,Vinhos espumantes,,Brasil,Gibraltar,2020,,
3479,Vinhos espumantes,,Brasil,Granada,2020,,
3480,Vinhos espumantes,,Brasil,Grécia,2020,97.0,309.0
3481,Vinhos espumantes,,Brasil,Guatemala,2020,760.0,4318.0
3482,Vinhos espumantes,,Brasil,Guiana,2020,,
3483,Vinhos espumantes,,Brasil,Guiné Equatorial,2020,,
3484,Vinhos espumantes,,Brasil,Guiné-Bissau,2020,,
3485,Vinhos espumantes,,Brasil,Haiti,2020,1331.0,2737.0
3486,Vinhos espumantes,,Brasil,Honduras,2020,,
3487,Vinhos espumantes,,Brasil,Hong Kong,2020,4124.0,11770.0
3488,Vinhos espumantes,,Brasil,Hungria,2020,,
3489,Vinhos espumantes,,Brasil,Ilha de Man,2020,,
3490,Vinhos espumantes,,Brasil,Índia,2020,25.0,80.0
3491,Vinhos espumantes,,Brasil,Iraque,2020,,
3492,Vinhos espumantes,,Brasil,Irlanda,2020,,
3493,Vinhos espumantes,,Brasil,Islândia,2020,10.0,45.0
3494,Vinhos espumantes,,Brasil,Itália,2020,150.0,253.0
3495,Vinhos espumantes,,Brasil,Japão,2020,7294.0,28930.0
3496,Vinhos espumantes,,Brasil,Jordânia,2020,30.0,103.0
3497,Vinhos espumantes,,Brasil,Letônia,2020,,
3498,Vinhos espumantes,,Brasil,Líbano,2020,,
3499,Vinhos espumantes,,Brasil,Libéria,2020,1105.0,6684.0
3500,Vinhos espumantes,,Brasil,Luxemburgo,2020,,
3501,Vinhos espumantes,,Brasil,Maldivas,2020,,
3502,Vinhos espumantes,,Brasil,Malta,2020,1692.0,2862.0
3503,Vinhos espumantes,,Brasil,Marrocos,2020,,
3504,Vinhos espumantes,,Brasil,"Marshall, Ilhas",2020,2093.0,4587.0
3505,Vinhos espumantes,,Brasil,Montenegro,2020,,
3506,Vinhos espumantes,,Brasil,México,2020,,
3507,Vinhos espumantes,,Brasil,Nicarágua,2020,,
3508,Vinhos espumantes,,Brasil,Nigéria,2020,4613.0,15728.0
3509,Vinhos espumantes,,Brasil,Noruega,2020,172.0,321.0
3510,Vinhos espumantes,,Brasil,Nova Zelândia,2020,,
3511,Vinhos espumantes,,Brasil,Países Baixos (Holanda),2020,38.0,717.0
3512,Vinhos espumantes,,Brasil,Panamá,2020,7163.0,15019.0
3513,Vinhos espumantes,,Brasil,Paraguai,2020,16231.0,48614.0
3514,Vinhos espumantes,,Brasil,Peru,2020,,
3515,Vinhos espumantes,,Brasil,Polônia,2020,14.0,19.0
3516,Vinhos espumantes,,Brasil,Porto Rico,2020,,
3517,Vinhos espumantes,,Brasil,Portugal,2020,631.0,11065.0
3518,Vinhos espumantes,,Brasil,Quênia,2020,,
3519,Vinhos espumantes,,Brasil,Reino Unido,2020,8084.0,42414.0
3520,Vinhos espumantes,,Brasil,Republica Dominicana,2020,,
3521,Vinhos espumantes,,Brasil,Republica Tcheca,2020,,
3522,Vinhos espumantes,,Brasil,Rússia,2020,,
3523,Vinhos espumantes,,Brasil,Serra Leoa,2020,450.0,2140.0
3524,Vinhos espumantes,,Brasil,Sérvia,2020,,
3525,Vinhos espumantes,,Brasil,Singapura,2020,979.0,2193.0
3526,Vinhos espumantes,,Brasil,Suécia,2020,,
3527,Vinhos espumantes,,Brasil,Suíça,2020,672.0,227.0
3528,Vinhos espumantes,,Brasil,Suriname,2020,,
3529,Vinhos espumantes,,Brasil,Tailândia,2020,16.0,287.0
3530,Vinhos espumantes,,Brasil,Taiwan (Formosa),2020,995.0,4212.0
3531,Vinhos espumantes,,Brasil,"Tcheca, República",2020,,
3532,Vinhos espumantes,,Brasil,Togo,2020,,
3533,Vinhos espumantes,,Brasil,Trinidade e Tobago,2020,,
3534,Vinhos espumantes,,Brasil,Turquia,2020,18.0,75.0
3535,Vinhos espumantes,,Brasil,Uruguai,2020,1796.0,15322.0
3536,Vinhos espumantes,,Brasil,Vanuatu,2020,14.0,31.0
3537,Vinhos espumantes,,Brasil,Venezuela,2020,,
3538,Vinhos espumantes,,Brasil,Vietnã,2020,,
3539,Vinhos espumantes,,Brasil,Outros(1),2020,,
3540,Vinhos espumantes,,Brasil,África do Sul,2021,,
3541,Vinhos espumantes,,Brasil,Alemanha,2021,142.0,265.0
3542,Vinhos espumantes,,Brasil,Angola,2021,,
3543,Vinhos espumantes,,Brasil,Antigua e Barbuda,2021,10.0,82.0
3544,Vinhos espumantes,,Brasil,Antilhas Holandesas,2021,,
3545,Vinhos espumantes,,Brasil,Argentina,2021,,
3546,Vinhos espumantes,,Brasil,Aruba,2021,,
3547,Vinhos espumantes,,Brasil,Australia,2021,184.0,654.0
3548,Vinhos espumantes,,Brasil,Bahamas,2021,179.0,461.0
3549,Vinhos espumantes,,Brasil,Bangladesh,2021,1.0,28.0
3550,Vinhos espumantes,,Brasil,Barbados,2021,4.0,58.0
3551,Vinhos espumantes,,Brasil,Belgica,2021,,
3552,Vinhos espumantes,,Brasil,Benin,2021,,
3553,Vinhos espumantes,,Brasil,Bermudas,2021,,
3554,Vinhos espumantes,,Brasil,Bolívia,2021,21235.0,64988.0
3555,Vinhos espumantes,,Brasil,Bósnia-Herzegovina,2021,,
3556,Vinhos espumantes,,Brasil,Bulgaria,2021,,
3557,Vinhos espumantes,,Brasil,Cabo Verde,2021,2.0,12.0
3558,Vinhos espumantes,,Brasil,Camarões,2021,,
3559,Vinhos espumantes,,Brasil,Canada,2021,253.0,566.0
3560,Vinhos espumantes,,Brasil,Catar,2021,5.0,964.0
3561,Vinhos espumantes,,Brasil,"Cayman, Ilhas",2021,1.0,5.0
3562,Vinhos espumantes,,Brasil,Chile,2021,72.0,361.0
3563,Vinhos espumantes,,Brasil,China,2021,13692.0,49572.0
3564,Vinhos espumantes,,Brasil,Chipre,2021,122.0,350.0
3565,Vinhos espumantes,,Brasil,Cingapura,2021,,
3566,Vinhos espumantes,,Brasil,Colombia,2021,10280.0,37207.0
3567,Vinhos espumantes,,Brasil,"Coreia do Sul, Republica da",2021,82.0,200.0
3568,Vinhos espumantes,,Brasil,Costa Rica,2021,,
3569,Vinhos espumantes,,Brasil,Cuba,2021,,
3570,Vinhos espumantes,,Brasil,Curaçao,2021,5525.0,21633.0
3571,Vinhos espumantes,,Brasil,Dinamarca,2021,7.0,32.0
3572,Vinhos espumantes,,Brasil,Djibuti,2021,,
3573,Vinhos espumantes,,Brasil,Dominica,2021,204.0,505.0
3574,Vinhos espumantes,,Brasil,El Salvador,2021,,
3575,Vinhos espumantes,,Brasil,Emirados Arabes Unidos,2021,90.0,3240.0
3576,Vinhos espumantes,,Brasil,Equador,2021,,
3577,Vinhos espumantes,,Brasil,Espanha,2021,,
3578,Vinhos espumantes,,Brasil,Estados Unidos,2021,801082.0,2123710.0
3579,Vinhos espumantes,,Brasil,Estonia,2021,,
3580,Vinhos espumantes,,Brasil,Falkland (Malvinas),2021,,
3581,Vinhos espumantes,,Brasil,Filipinas,2021,,
3582,Vinhos espumantes,,Brasil,Filânldia,2021,,
3583,Vinhos espumantes,,Brasil,França,2021,1015.0,5366.0
3584,Vinhos espumantes,,Brasil,Gana,2021,654.0,3555.0
3585,Vinhos espumantes,,Brasil,Gibraltar,2021,,
3586,Vinhos espumantes,,Brasil,Granada,2021,,
3587,Vinhos espumantes,,Brasil,Grécia,2021,147.0,360.0
3588,Vinhos espumantes,,Brasil,Guatemala,2021,,
3589,Vinhos espumantes,,Brasil,Guiana,2021,,
3590,Vinhos espumantes,,Brasil,Guiné Equatorial,2021,,
3591,Vinhos espumantes,,Brasil,Guiné-Bissau,2021,,
3592,Vinhos espumantes,,Brasil,Haiti,2021,4978.0,11440.0
3593,Vinhos espumantes,,Brasil,Honduras,2021,,
3594,Vinhos espumantes,,Brasil,Hong Kong,2021,3669.0,13135.0
3595,Vinhos espumantes,,Brasil,Hungria,2021,96.0,668.0
3596,Vinhos espumantes,,Brasil,Ilha de Man,2021,,
3597,Vinhos espumantes,,Brasil,Índia,2021,0.0,26.0
3598,Vinhos espumantes,,Brasil,Iraque,2021,,
3599,Vinhos espumantes,,Brasil,Irlanda,2021,,
3600,Vinhos espumantes,,Brasil,Islândia,2021,,
3601,Vinhos espumantes,,Brasil,Itália,2021,172.0,879.0
3602,Vinhos espumantes,,Brasil,Japão,2021,6811.0,27860.0
3603,Vinhos espumantes,,Brasil,Jordânia,2021,,
3604,Vinhos espumantes,,Brasil,Letônia,2021,,
3605,Vinhos espumantes,,Brasil,Líbano,2021,540.0,1930.0
3606,Vinhos espumantes,,Brasil,Libéria,2021,795.0,2509.0
3607,Vinhos espumantes,,Brasil,Luxemburgo,2021,,
3608,Vinhos espumantes,,Brasil,Maldivas,2021,3023.0,12327.0
3609,Vinhos espumantes,,Brasil,Malta,2021,364.0,2289.0
3610,Vinhos espumantes,,Brasil,Marrocos,2021,,
3611,Vinhos espumantes,,Brasil,"Marshall, Ilhas",2021,1057.0,4087.0
3612,Vinhos espumantes,,Brasil,Montenegro,2021,9.0,24.0
3613,Vinhos espumantes,,Brasil,México,2021,,
3614,Vinhos espumantes,,Brasil,Nicarágua,2021,,
3615,Vinhos espumantes,,Brasil,Nigéria,2021,,
3616,Vinhos espumantes,,Brasil,Noruega,2021,37.0,155.0
3617,Vinhos espumantes,,Brasil,Nova Zelândia,2021,,
3618,Vinhos espumantes,,Brasil,Países Baixos (Holanda),2021,86.0,479.0
3619,Vinhos espumantes,,Brasil,Panamá,2021,1639.0,4514.0
3620,Vinhos espumantes,,Brasil,Paraguai,2021,45629.0,136909.0
3621,Vinhos espumantes,,Brasil,Peru,2021,,
3622,Vinhos espumantes,,Brasil,Polônia,2021,,
3623,Vinhos espumantes,,Brasil,Porto Rico,2021,,
3624,Vinhos espumantes,,Brasil,Portugal,2021,21.0,135.0
3625,Vinhos espumantes,,Brasil,Quênia,2021,,
3626,Vinhos espumantes,,Brasil,Reino Unido,2021,7130.0,45041.0
3627,Vinhos espumantes,,Brasil,Republica Dominicana,2021,,
3628,Vinhos espumantes,,Brasil,Republica Tcheca,2021,,
3629,Vinhos espumantes,,Brasil,Rússia,2021,,
3630,Vinhos espumantes,,Brasil,Serra Leoa,2021,225.0,1070.0
3631,Vinhos espumantes,,Brasil,Sérvia,2021,,
3632,Vinhos espumantes,,Brasil,Singapura,2021,525.0,926.0
3633,Vinhos espumantes,,Brasil,Suécia,2021,,
3634,Vinhos espumantes,,Brasil,Suíça,2021,1074.0,4739.0
3635,Vinhos espumantes,,Brasil,Suriname,2021,880.0,4202.0
3636,Vinhos espumantes,,Brasil,Tailândia,2021,22.0,142.0
3637,Vinhos espumantes,,Brasil,Taiwan (Formosa),2021,1255.0,5578.0
3638,Vinhos espumantes,,Brasil,"Tcheca, República",2021,,
3639,Vinhos espumantes,,Brasil,Togo,2021,,
3640,Vinhos espumantes,,Brasil,Trinidade e Tobago,2021,,
3641,Vinhos espumantes,,Brasil,Turquia,2021,74.0,258.0
3642,Vinhos espumantes,,Brasil,Uruguai,2021,,
3643,Vinhos espumantes,,Brasil,Vanuatu,2021,,
3644,Vinhos espumantes,,Brasil,Venezuela,2021,,
3645,Vinhos espumantes,,Brasil,Vietnã,2021,144.0,374.0
3646,Vinhos espumantes,,Brasil,Outros(1),2021,,
3647,Vinhos espumantes,,Brasil,África do Sul,2022,,
3648,Vinhos espumantes,,Brasil,Alemanha,2022,1164.0,6560.0
3649,Vinhos espumantes,,Brasil,Angola,2022,26383.0,141588.0
3650,Vinhos espumantes,,Brasil,Antigua e Barbuda,2022,65.0,146.0
3651,Vinhos espumantes,,Brasil,Antilhas Holandesas,2022,,
3652,Vinhos espumantes,,Brasil,Argentina,2022,,
3653,Vinhos espumantes,,Brasil,Aruba,2022,,
3654,Vinhos espumantes,,Brasil,Australia,2022,,
3655,Vinhos espumantes,,Brasil,Bahamas,2022,56.0,194.0
3656,Vinhos espumantes,,Brasil,Bangladesh,2022,,
3657,Vinhos espumantes,,Brasil,Barbados,2022,25.0,101.0
3658,Vinhos espumantes,,Brasil,Belgica,2022,,
3659,Vinhos espumantes,,Brasil,Benin,2022,,
3660,Vinhos espumantes,,Brasil,Bermudas,2022,12.0,58.0
3661,Vinhos espumantes,,Brasil,Bolívia,2022,22307.0,70416.0
3662,Vinhos espumantes,,Brasil,Bósnia-Herzegovina,2022,,
3663,Vinhos espumantes,,Brasil,Bulgaria,2022,,
3664,Vinhos espumantes,,Brasil,Cabo Verde,2022,,
3665,Vinhos espumantes,,Brasil,Camarões,2022,,
3666,Vinhos espumantes,,Brasil,Canada,2022,62.0,347.0
3667,Vinhos espumantes,,Brasil,Catar,2022,,
3668,Vinhos espumantes,,Brasil,"Cayman, Ilhas",2022,,
3669,Vinhos espumantes,,Brasil,Chile,2022,4.0,19.0
3670,Vinhos espumantes,,Brasil,China,2022,8619.0,35079.0
3671,Vinhos espumantes,,Brasil,Chipre,2022,382.0,931.0
3672,Vinhos espumantes,,Brasil,Cingapura,2022,,
3673,Vinhos espumantes,,Brasil,Colombia,2022,15396.0,56227.0
3674,Vinhos espumantes,,Brasil,"Coreia do Sul, Republica da",2022,10.0,30.0
3675,Vinhos espumantes,,Brasil,Costa Rica,2022,,
3676,Vinhos espumantes,,Brasil,Cuba,2022,,
3677,Vinhos espumantes,,Brasil,Curaçao,2022,3487.0,15494.0
3678,Vinhos espumantes,,Brasil,Dinamarca,2022,,
3679,Vinhos espumantes,,Brasil,Djibuti,2022,,
3680,Vinhos espumantes,,Brasil,Dominica,2022,594.0,1461.0
3681,Vinhos espumantes,,Brasil,El Salvador,2022,,
3682,Vinhos espumantes,,Brasil,Emirados Arabes Unidos,2022,,
3683,Vinhos espumantes,,Brasil,Equador,2022,135.0,500.0
3684,Vinhos espumantes,,Brasil,Espanha,2022,,
3685,Vinhos espumantes,,Brasil,Estados Unidos,2022,732209.0,1964451.0
3686,Vinhos espumantes,,Brasil,Estonia,2022,,
3687,Vinhos espumantes,,Brasil,Falkland (Malvinas),2022,360.0,2081.0
3688,Vinhos espumantes,,Brasil,Filipinas,2022,77.0,389.0
3689,Vinhos espumantes,,Brasil,Filânldia,2022,,
3690,Vinhos espumantes,,Brasil,França,2022,772.0,4308.0
3691,Vinhos espumantes,,Brasil,Gana,2022,12729.0,58137.0
3692,Vinhos espumantes,,Brasil,Gibraltar,2022,,
3693,Vinhos espumantes,,Brasil,Granada,2022,1122.0,3050.0
3694,Vinhos espumantes,,Brasil,Grécia,2022,38.0,177.0
3695,Vinhos espumantes,,Brasil,Guatemala,2022,284.0,1527.0
3696,Vinhos espumantes,,Brasil,Guiana,2022,5553.0,26216.0
3697,Vinhos espumantes,,Brasil,Guiné Equatorial,2022,,
3698,Vinhos espumantes,,Brasil,Guiné-Bissau,2022,,
3699,Vinhos espumantes,,Brasil,Haiti,2022,4842.0,9417.0
3700,Vinhos espumantes,,Brasil,Honduras,2022,,
3701,Vinhos espumantes,,Brasil,Hong Kong,2022,1175.0,5328.0
3702,Vinhos espumantes,,Brasil,Hungria,2022,,
3703,Vinhos espumantes,,Brasil,Ilha de Man,2022,2.0,20.0
3704,Vinhos espumantes,,Brasil,Índia,2022,,
3705,Vinhos espumantes,,Brasil,Iraque,2022,,
3706,Vinhos espumantes,,Brasil,Irlanda,2022,6.0,22.0
3707,Vinhos espumantes,,Brasil,Islândia,2022,,
3708,Vinhos espumantes,,Brasil,Itália,2022,503.0,3702.0
3709,Vinhos espumantes,,Brasil,Japão,2022,2970.0,12049.0
3710,Vinhos espumantes,,Brasil,Jordânia,2022,,
3711,Vinhos espumantes,,Brasil,Letônia,2022,,
3712,Vinhos espumantes,,Brasil,Líbano,2022,1350.0,4810.0
3713,Vinhos espumantes,,Brasil,Libéria,2022,1105.0,3367.0
3714,Vinhos espumantes,,Brasil,Luxemburgo,2022,,
3715,Vinhos espumantes,,Brasil,Maldivas,2022,3221.0,10680.0
3716,Vinhos espumantes,,Brasil,Malta,2022,191.0,822.0
3717,Vinhos espumantes,,Brasil,Marrocos,2022,,
3718,Vinhos espumantes,,Brasil,"Marshall, Ilhas",2022,1154.0,3438.0
3719,Vinhos espumantes,,Brasil,Montenegro,2022,,
3720,Vinhos espumantes,,Brasil,México,2022,,
3721,Vinhos espumantes,,Brasil,Nicarágua,2022,,
3722,Vinhos espumantes,,Brasil,Nigéria,2022,6705.0,32586.0
3723,Vinhos espumantes,,Brasil,Noruega,2022,483.0,9852.0
3724,Vinhos espumantes,,Brasil,Nova Zelândia,2022,,
3725,Vinhos espumantes,,Brasil,Países Baixos (Holanda),2022,707.0,6038.0
3726,Vinhos espumantes,,Brasil,Panamá,2022,3092.0,32540.0
3727,Vinhos espumantes,,Brasil,Paraguai,2022,48160.0,183187.0
3728,Vinhos espumantes,,Brasil,Peru,2022,,
3729,Vinhos espumantes,,Brasil,Polônia,2022,,
3730,Vinhos espumantes,,Brasil,Porto Rico,2022,,
3731,Vinhos espumantes,,Brasil,Portugal,2022,56.0,612.0
3732,Vinhos espumantes,,Brasil,Quênia,2022,,
3733,Vinhos espumantes,,Brasil,Reino Unido,2022,9305.0,53968.0
3734,Vinhos espumantes,,Brasil,Republica Dominicana,2022,,
3735,Vinhos espumantes,,Brasil,Republica Tcheca,2022,,
3736,Vinhos espumantes,,Brasil,Rússia,2022,990.0,5280.0
3737,Vinhos espumantes,,Brasil,Serra Leoa,2022,225.0,1165.0
3738,Vinhos espumantes,,Brasil,Sérvia,2022,,
3739,Vinhos espumantes,,Brasil,Singapura,2022,642.0,5235.0
3740,Vinhos espumantes,,Brasil,Suécia,2022,,
3741,Vinhos espumantes,,Brasil,Suíça,2022,,
3742,Vinhos espumantes,,Brasil,Suriname,2022,,
3743,Vinhos espumantes,,Brasil,Tailândia,2022,17.0,107.0
3744,Vinhos espumantes,,Brasil,Taiwan (Formosa),2022,901.0,4141.0
3745,Vinhos espumantes,,Brasil,"Tcheca, República",2022,,
3746,Vinhos espumantes,,Brasil,Togo,2022,,
3747,Vinhos espumantes,,Brasil,Trinidade e Tobago,2022,,
3748,Vinhos espumantes,,Brasil,Turquia,2022,2.0,17.0
3749,Vinhos espumantes,,Brasil,Uruguai,2022,10200.0,87895.0
3750,Vinhos espumantes,,Brasil,Vanuatu,2022,,
3751,Vinhos espumantes,,Brasil,Venezuela,2022,,
3752,Vinhos espumantes,,Brasil,Vietnã,2022,16.0,19.0
3753,Vinhos espumantes,,Brasil,Outros(1),2022,,
3754,Vinhos espumantes,,Brasil,África do Sul,2023,2.0,44.0
3755,Vinhos espumantes,,Brasil,Alemanha,2023,162.0,1542.0
3756,Vinhos espumantes,,Brasil,Angola,2023,56242.0,315073.0
3757,Vinhos espumantes,,Brasil,Antigua e Barbuda,2023,24.0,100.0
3758,Vinhos espumantes,,Brasil,Antilhas Holandesas,2023,,
3759,Vinhos espumantes,,Brasil,Argentina,2023,8593.0,73239.0
3760,Vinhos espumantes,,Brasil,Aruba,2023,,
3761,Vinhos espumantes,,Brasil,Australia,2023,10.0,6.0
3762,Vinhos espumantes,,Brasil,Bahamas,2023,65.0,268.0
3763,Vinhos espumantes,,Brasil,Bangladesh,2023,,
3764,Vinhos espumantes,,Brasil,Barbados,2023,32.0,219.0
3765,Vinhos espumantes,,Brasil,Belgica,2023,,
3766,Vinhos espumantes,,Brasil,Benin,2023,3.0,19.0
3767,Vinhos espumantes,,Brasil,Bermudas,2023,,
3768,Vinhos espumantes,,Brasil,Bolívia,2023,11410.0,34481.0
3769,Vinhos espumantes,,Brasil,Bósnia-Herzegovina,2023,,
3770,Vinhos espumantes,,Brasil,Bulgaria,2023,,
3771,Vinhos espumantes,,Brasil,Cabo Verde,2023,,
3772,Vinhos espumantes,,Brasil,Camarões,2023,,
3773,Vinhos espumantes,,Brasil,Canada,2023,4068.0,15427.0
3774,Vinhos espumantes,,Brasil,Catar,2023,,
3775,Vinhos espumantes,,Brasil,"Cayman, Ilhas",2023,5.0,33.0
3776,Vinhos espumantes,,Brasil,Chile,2023,3532.0,15875.0
3777,Vinhos espumantes,,Brasil,China,2023,16285.0,47822.0
3778,Vinhos espumantes,,Brasil,Chipre,2023,188.0,707.0
3779,Vinhos espumantes,,Brasil,Cingapura,2023,,
3780,Vinhos espumantes,,Brasil,Colombia,2023,1926.0,6898.0
3781,Vinhos espumantes,,Brasil,"Coreia do Sul, Republica da",2023,74.0,222.0
3782,Vinhos espumantes,,Brasil,Costa Rica,2023,,
3783,Vinhos espumantes,,Brasil,Cuba,2023,,
3784,Vinhos espumantes,,Brasil,Curaçao,2023,1288.0,6539.0
3785,Vinhos espumantes,,Brasil,Dinamarca,2023,2790.0,26359.0
3786,Vinhos espumantes,,Brasil,Djibuti,2023,,
3787,Vinhos espumantes,,Brasil,Dominica,2023,,
3788,Vinhos espumantes,,Brasil,El Salvador,2023,,
3789,Vinhos espumantes,,Brasil,Emirados Arabes Unidos,2023,126.0,622.0
3790,Vinhos espumantes,,Brasil,Equador,2023,540.0,2000.0
3791,Vinhos espumantes,,Brasil,Espanha,2023,45.0,853.0
3792,Vinhos espumantes,,Brasil,Estados Unidos,2023,255198.0,729055.0
3793,Vinhos espumantes,,Brasil,Estonia,2023,,
3794,Vinhos espumantes,,Brasil,Falkland (Malvinas),2023,,
3795,Vinhos espumantes,,Brasil,Filipinas,2023,20.0,111.0
3796,Vinhos espumantes,,Brasil,Filânldia,2023,180.0,1770.0
3797,Vinhos espumantes,,Brasil,França,2023,,
3798,Vinhos espumantes,,Brasil,Gana,2023,4719.0,35778.0
3799,Vinhos espumantes,,Brasil,Gibraltar,2023,,
3800,Vinhos espumantes,,Brasil,Granada,2023,,
3801,Vinhos espumantes,,Brasil,Grécia,2023,59.0,320.0
3802,Vinhos espumantes,,Brasil,Guatemala,2023,,
3803,Vinhos espumantes,,Brasil,Guiana,2023,14084.0,71163.0
3804,Vinhos espumantes,,Brasil,Guiné Equatorial,2023,,
3805,Vinhos espumantes,,Brasil,Guiné-Bissau,2023,,
3806,Vinhos espumantes,,Brasil,Haiti,2023,3969.0,10646.0
3807,Vinhos espumantes,,Brasil,Honduras,2023,,
3808,Vinhos espumantes,,Brasil,Hong Kong,2023,1355.0,5169.0
3809,Vinhos espumantes,,Brasil,Hungria,2023,,
3810,Vinhos espumantes,,Brasil,Ilha de Man,2023,,
3811,Vinhos espumantes,,Brasil,Índia,2023,,
3812,Vinhos espumantes,,Brasil,Iraque,2023,,
3813,Vinhos espumantes,,Brasil,Irlanda,2023,,
3814,Vinhos espumantes,,Brasil,Islândia,2023,,
3815,Vinhos espumantes,,Brasil,Itália,2023,1460.0,19905.0
3816,Vinhos espumantes,,Brasil,Japão,2023,2311.0,9708.0
3817,Vinhos espumantes,,Brasil,Jordânia,2023,,
3818,Vinhos espumantes,,Brasil,Letônia,2023,,
3819,Vinhos espumantes,,Brasil,Líbano,2023,,
3820,Vinhos espumantes,,Brasil,Libéria,2023,973.0,3358.0
3821,Vinhos espumantes,,Brasil,Luxemburgo,2023,18.0,305.0
3822,Vinhos espumantes,,Brasil,Maldivas,2023,4577.0,20204.0
3823,Vinhos espumantes,,Brasil,Malta,2023,1472.0,44498.0
3824,Vinhos espumantes,,Brasil,Marrocos,2023,,
3825,Vinhos espumantes,,Brasil,"Marshall, Ilhas",2023,1375.0,4886.0
3826,Vinhos espumantes,,Brasil,Montenegro,2023,,
3827,Vinhos espumantes,,Brasil,México,2023,,
3828,Vinhos espumantes,,Brasil,Nicarágua,2023,,
3829,Vinhos espumantes,,Brasil,Nigéria,2023,,
3830,Vinhos espumantes,,Brasil,Noruega,2023,,
