,categoria,países,quantidade (kg),valor (us$)
0,,África do Sul,78,1.353
1,,Alemanha,22.542,77.981
2,,Angola,-,-
3,,Antigua e Barbuda,23,100
4,,Antilhas Holandesas,-,-
5,,Argentina,10.497,91.831
6,,Aruba,-,-
7,,Australia,-,-
8,,Bahamas,18,236
9,,Bangladesh,-,-
10,,Barbados,5,7
11,,Belgica,46,297
12,,Benin,-,-
13,,Bermudas,-,-
14,,Bolívia,-,-
15,,Bósnia-Herzegovina,-,-
16,,Bulgaria,-,-
17,,Cabo Verde,-,-
18,,Camarões,-,-
19,,Canada,1.188,4.215
20,,Catar,-,-
21,,"Cayman, Ilhas",2,10
22,,Chile,2.322,14.808
23,,China,3.834,16.484
24,,Chipre,45,232
25,,Cingapura,-,-
26,,Colombia,1.080,4.018
27,,"Coreia do Sul, Republica da",197,658
28,,Costa Rica,-,-
29,,Cuba,-,-
30,,Curaçao,4.298,21.026
31,,Dinamarca,3.820,51.044
32,,Djibuti,271,1.396
33,,Dominica,477,2.224
34,,El Salvador,-,-
35,,Emirados Arabes Unidos,-,-
36,,Equador,-,-
37,,Espanha,180,2.606
38,,Estados Unidos,110.205,394.394
39,,Estonia,-,-
40,,Falkland (Malvinas),-,-
41,,Filipinas,6,64
42,,Filânldia,-,-
43,,França,544,3.006
44,,Gana,6.624,30.240
45,,Gibraltar,-,-
46,,Granada,-,-
47,,Grécia,114,387
48,,Guatemala,-,-
49,,Guiana,-,-
50,,Guiné Equatorial,-,-
51,,Guiné-Bissau,-,-
52,,Haiti,854,2.027
53,,Honduras,-,-
54,,Hong Kong,369,1.730
55,,Hungria,-,-
56,,Ilha de Man,-,-
57,,Índia,-,-
58,,Iraque,-,-
59,,Irlanda,-,-
60,,Islândia,-,-
61,,Itália,191,1.471
62,,Japão,3.096,12.533
63,,Jordânia,-,-
64,,Letônia,59.026,204.119
65,,Líbano,-,-
66,,Libéria,1.109,3.018
67,,Luxemburgo,-,-
68,,Maldivas,4.270,17.948
69,,Malta,152,1.184
70,,Marrocos,11.640,75.036
71,,"Marshall, Ilhas",1.056,4.625
72,,Montenegro,-,-
73,,México,117,459
74,,Nicarágua,-,-
75,,Nigéria,-,-
76,,Noruega,5,28
77,,Nova Zelândia,-,-
78,,Países Baixos (Holanda),2.720,15.527
79,,Panamá,1.400,6.076
80,,Paraguai,56.735,195.503
81,,Peru,1.373,10.418
82,,Polônia,-,-
83,,Porto Rico,-,-
84,,Portugal,17.780,114.156
85,,Quênia,-,-
86,,Reino Unido,9.416,62.958
87,,Republica Dominicana,-,-
88,,Republica Tcheca,-,-
89,,Rússia,-,-
90,,Serra Leoa,586,3.025
91,,Sérvia,1.244,4.843
92,,Singapura,309,1.046
93,,Suécia,-,-
94,,Suíça,26.632,82.852
95,,Suriname,-,-
96,,Tailândia,-,-
97,,Taiwan (Formosa),-,-
98,,"Tcheca, República",360,5.403
99,,Togo,1.890,10.358
100,,Trinidade e Tobago,-,-
101,,Turquia,-,-
102,,Uruguai,88.429,302.751
103,,Vanuatu,-,-
104,,Venezuela,-,-
105,,Vietnã,-,-
106,,Outros(1),-,-
